shipment_id,supplier_name,country,city,warehouse_id,product,order_quantity,unit_cost,total_cost,lead_time_days,delivery_status,order_date
7358,GlobalTrade GmbH,spain,BARCELONA,WH_C,Electronics,,-36.53,-36.53,unknown,Delayed,2023-06-21
5306,GlobalTrade GmbH,Itlay,Milan,WH_C,steel parts ,,37.66,37.66,46,Delayed,2022-11-29
5038,MedTech SRL ,BELGIUM,BRUSSELS,WH-D,Steel Parts,,,0.0,58,CANCELLED,21/06/2023
6634,Nordic  Logistics,Netherlands,rotterdam,WH-D,steel parts ,,10.16,10.16,unknown,In Transit,30/03/2024
5152,MedTech SRL ,NETHERLANDS,AMSTERDAM,WH_C,PLASTIC COMPONENTS,450,,0.0,,Delayed,11/05/2024
5229,Iberia Parts,netherlands,rotterdam,WH-A ,Steel Parts,,-5.92,-5.92,-18,IN TRANSIT,"March 5, 2023"
6074,MedTech SRL ,Polad,warsaw,WH_C,Steel Parts,,,0.0,unknown, delivered,2023-02-07
7922, EuroSupply SA,Spian,madrid,WH_C,Steel Parts,N/A,81.07,81.07,unknown,Delayed,03/03/2024
4546,Iberia Parts,france,lyon,WH_C,Steel Parts,549,,0.0,,In Transit,"March 13, 2023"
5138, EuroSupply SA,germany,berlin,WH-A ,steel parts ,112,57.81,6474.72,-11, delivered,2023-01-28
4423,GlobalTrade GmbH,BELGIUM,Brussels,WH_C,Packaging,,-25.93,-25.93,,Delayed,16/02/2024
7971,Iberia Parts,Germany,hamburg,WH-A ,Packaging,,14.37,14.37,57,Delivered,2022-08-27
8237, EuroSupply SA,spain,Barcelona,wh-b,steel parts ,60,-29.9,-1794.0,1,Delayed,03/10/2023
6113,MedTech SRL ,Itlay,milan,WH_C,Packaging,429,,0.0,-7,In Transit,28/01/2024
8839,GlobalTrade GmbH,belgium,Brussels,WH-A ,electronics ,153,119.08,18219.239999999998,-11,IN TRANSIT,30/03/2022
5088,GlobalTrade GmbH,POLAND,WARSAW,WH-D,Electronics,,,0.0,18,In Transit,23/08/2022
7958,GlobalTrade GmbH,Frnace,MARSEILLE,WH_C,PLASTIC COMPONENTS,440,,0.0,-16,CANCELLED,2024-05-24
6716,Nordic  Logistics,Belgium,brussels,WH-D,electronics ,N/A,,0.0,,Delayed,2023-11-17
7192,Iberia Parts,Spian,BARCELONA,WH-D,Steel Parts,545,106.48,58031.6,,IN TRANSIT,"March 5, 2023"
7527,MedTech SRL ,GERMANY,Munich,WH-A,Packaging,519,,0.0,unknown,Delivered,"March 6, 2023"
4041,MedTech SRL ,Itlay,Milan,WH_C,electronics ,394,164.38,64765.72,18,CANCELLED,21/03/2023
5654,GlobalTrade GmbH,poland,WARSAW,wh-b,PLASTIC COMPONENTS,,-69.43,-69.43,, delivered,"March 22, 2023"
8876,GlobalTrade GmbH,ITALY,MILAN,WH_C,Electronics,624,198.26,123714.23999999999,39, delivered,2022-05-01
7604, EuroSupply SA,Spian,MADRID,WH_C,Steel Parts,,,0.0,unknown,In Transit,03/07/2022
4192,Nordic  Logistics,SPAIN,Madrid,wh-b,Electronics,524,,0.0,10, delivered,02/08/2022
5304,Iberia Parts,Poland,Warsaw,WH-A,PLASTIC COMPONENTS,N/A,-95.71,-95.71,37,CANCELLED,"March 13, 2023"
8573, EuroSupply SA,Polad,WARSAW,WH-D,PLASTIC COMPONENTS,145,,0.0,,IN TRANSIT,"March 18, 2023"
5216,Nordic  Logistics,GERMANY,BERLIN,wh-b,Steel Parts,510,,0.0,,CANCELLED,23/12/2023
5839, EuroSupply SA,Belguim,brussels,WH-D,Steel Parts,N/A,,0.0,,Delivered,2023-02-23
8323,Nordic  Logistics,POLAND,warsaw,WH_C,PLASTIC COMPONENTS,,-70.73,-70.73,48,In Transit,"March 15, 2023"
7950, EuroSupply SA,spain,MADRID,WH-A,Electronics,,-98.46,-98.46,,IN TRANSIT,2022-06-21
7128, EuroSupply SA,France,Lyon,WH-A ,electronics ,,,0.0,,In Transit,"March 21, 2023"
5619,Iberia Parts,netherlands,Amsterdam,WH-A,Electronics,386,161.69,62412.34,-14, delivered,"March 27, 2023"
8105, EuroSupply SA,Polad,warsaw,WH-A,steel parts ,62,44.25,2743.5,22,CANCELLED,15/03/2022
8650, EuroSupply SA,Belguim,BRUSSELS,WH-A ,Steel Parts,6,,0.0,unknown,In Transit,12/11/2022
6963, EuroSupply SA,NETHERLANDS,amsterdam,WH-A ,Packaging,,143.14,143.14,53,Delivered,2022-08-31
4925, EuroSupply SA,Germany,BERLIN,WH-A,Packaging,,-35.09,-35.09,, delivered,"March 14, 2023"
7710,GlobalTrade GmbH,Italy,MILAN,WH_C,Electronics,,175.2,175.2,,Delayed,"March 24, 2023"
8780, EuroSupply SA,Netherlads,rotterdam,wh-b,Electronics,N/A,28.16,28.16,unknown,Delayed,16/04/2022
8583,MedTech SRL ,france,lyon,WH-D,steel parts ,,169.18,169.18,38,Delayed,27/03/2022
5923,Iberia Parts,Germnay,MUNICH,WH-A ,Steel Parts,N/A,,0.0,,CANCELLED,2022-05-10
5987,Nordic  Logistics,Itlay,milan,WH-A ,Steel Parts,229,,0.0,-9,Delivered,"March 27, 2023"
4265, EuroSupply SA,Belguim,Brussels,WH_C,electronics ,296,,0.0,20,In Transit,06/08/2023
4730,Nordic  Logistics,Frnace,lyon,WH-A ,PLASTIC COMPONENTS,,,0.0,,Delivered,10/01/2022
7445,MedTech SRL ,Germnay,Berlin,WH_C,steel parts ,,98.82,98.82,47,IN TRANSIT,2023-04-07
6519,Iberia Parts,poland,krakow,WH-A,steel parts ,,,0.0,-9,IN TRANSIT,"March 25, 2023"
5191,GlobalTrade GmbH,france,PARIS,WH-A ,Steel Parts,377,-48.73,-18371.21,,Delayed,2023-05-27
4274, EuroSupply SA,FRANCE,lyon,WH_C,Steel Parts,,-6.98,-6.98,unknown,Delivered,"March 10, 2023"
7906,GlobalTrade GmbH,Frnace,paris,WH_C,PLASTIC COMPONENTS,,-43.7,-43.7,unknown,IN TRANSIT,07/08/2023
7913,GlobalTrade GmbH,belgium,Brussels,wh-b,Steel Parts,,,0.0,-13, delivered,"March 4, 2023"
5603,Nordic  Logistics,Belgium,BRUSSELS,wh-b,steel parts ,N/A,20.57,20.57,46,In Transit,05/05/2024
7111,Iberia Parts,Netherlads,Amsterdam,WH-A ,PLASTIC COMPONENTS,,,0.0,-14,IN TRANSIT,"March 10, 2023"
7639,MedTech SRL ,Netherlads,amsterdam,WH_C,electronics ,N/A,194.31,194.31,unknown,CANCELLED,"March 24, 2023"
6788, EuroSupply SA,Spian,MADRID,WH_C,Packaging,466,,0.0,-9, delivered,31/05/2023
5781, EuroSupply SA,italy,Rome,WH-A ,electronics ,,,0.0,unknown,Delayed,12/11/2023
4520,Iberia Parts,poland,WARSAW,WH-A ,electronics ,,-73.02,-73.02,-4,Delayed,20/03/2023
5179,GlobalTrade GmbH,FRANCE,Lyon,wh-b,Steel Parts,,-62.47,-62.47,,Delayed,"March 2, 2023"
7647,MedTech SRL ,Poland,Warsaw,wh-b,Steel Parts,596,,0.0,, delivered,04/06/2024
7555,MedTech SRL ,NETHERLANDS,amsterdam,WH-D,Packaging,N/A,-94.03,-94.03,, delivered,07/12/2022
4439,MedTech SRL ,Netherlands,rotterdam,WH-D,electronics ,,-92.15,-92.15,unknown,IN TRANSIT,"March 4, 2023"
6400,MedTech SRL ,france,MARSEILLE,WH_C,electronics ,N/A,-71.64,-71.64,unknown, delivered,02/08/2023
4147,MedTech SRL ,france,PARIS,WH-A ,PLASTIC COMPONENTS,252,41.26,10397.519999999999,unknown,Delivered,2023-12-24
6080,Nordic  Logistics,FRANCE,MARSEILLE,WH-A,Electronics,39,,0.0,unknown, delivered,03/08/2023
4407, EuroSupply SA,netherlands,Amsterdam,WH-D,Packaging,N/A,,0.0,,In Transit,"March 20, 2023"
6214,MedTech SRL ,Belguim,antwerp,WH-A ,steel parts ,,,0.0,10,Delivered,28/02/2022
7058,MedTech SRL ,Italy,Rome,WH_C,Packaging,,2.45,2.45,unknown,CANCELLED,2022-04-08
8271,Iberia Parts,Netherlands,amsterdam,wh-b,Steel Parts,,,0.0,unknown,Delayed,"March 28, 2023"
4554,MedTech SRL ,spain,Barcelona,WH_C,Electronics,,87.09,87.09,,IN TRANSIT,15/07/2022
6782,Nordic  Logistics,netherlands,amsterdam,WH-A ,electronics ,351,,0.0,unknown,CANCELLED,"March 16, 2023"
7935,MedTech SRL ,italy,Rome,WH_C,steel parts ,,55.98,55.98,13,IN TRANSIT,14/02/2022
4857,Iberia Parts,Spian,Barcelona,WH_C,Packaging,,-7.96,-7.96,37,IN TRANSIT,21/08/2023
5806,GlobalTrade GmbH,Belgium,antwerp,WH_C,PLASTIC COMPONENTS,,,0.0,-15,CANCELLED,"March 12, 2023"
6623, EuroSupply SA,belgium,antwerp,wh-b,Steel Parts,,,0.0,41,Delayed,23/03/2024
8084, EuroSupply SA,Polad,WARSAW,WH-A ,electronics ,486,,0.0,, delivered,2022-08-11
7852, EuroSupply SA,poland,WARSAW,WH-A,electronics ,,-73.19,-73.19,,CANCELLED,2022-03-20
7324, EuroSupply SA,belgium,brussels,WH-A ,Electronics,,-14.53,-14.53,,Delivered,2024-05-05
4386, EuroSupply SA,italy,MILAN,WH-A,Electronics,N/A,116.69,116.69,unknown,IN TRANSIT,"March 23, 2023"
4321,MedTech SRL ,germany,Berlin,WH-A,Steel Parts,,,0.0,unknown, delivered,2023-09-11
5010, EuroSupply SA,Frnace,Paris,wh-b,Packaging,N/A,,0.0,,Delayed,28/05/2023
8236,MedTech SRL ,Poland,krakow,WH-D,steel parts ,N/A,128.96,128.96,39,Delivered,25/07/2023
7395,MedTech SRL ,Itlay,ROME,wh-b,electronics ,N/A,,0.0,36,In Transit,16/03/2024
6645, EuroSupply SA,Frnace,Paris,wh-b,Packaging,124,,0.0,-22,In Transit,2022-03-10
5743,Iberia Parts,Germnay,hamburg,WH-A ,steel parts ,N/A,68.94,68.94,,In Transit,"March 15, 2023"
5244,Iberia Parts,France,Lyon,wh-b,steel parts ,40,124.65,4986.0,,In Transit,"March 21, 2023"
4323,MedTech SRL ,italy,milan,WH_C,steel parts ,N/A,,0.0,unknown,In Transit,"March 7, 2023"
5030,GlobalTrade GmbH,Spian,BARCELONA,WH-D,Electronics,N/A,,0.0,unknown,CANCELLED,11/01/2024
7797,Nordic  Logistics,belgium,brussels,WH-A ,Steel Parts,N/A,8.01,8.01,unknown,Delivered,"March 6, 2023"
7614,Iberia Parts,germany,MUNICH,wh-b,steel parts ,,81.22,81.22,45, delivered,"March 7, 2023"
8282,Nordic  Logistics,Spian,Madrid,WH-A,Electronics,,,0.0,,CANCELLED,"March 3, 2023"
4590,Iberia Parts,germany,MUNICH,wh-b,Steel Parts,216,93.03,20094.48,21, delivered,2022-01-30
4136,Nordic  Logistics,BELGIUM,BRUSSELS,WH-A ,PLASTIC COMPONENTS,,7.03,7.03,,CANCELLED,2023-03-22
5508,Iberia Parts,Itlay,Rome,WH_C,steel parts ,,-86.57,-86.57,,In Transit,2024-04-20
8198,MedTech SRL ,Itlay,ROME,WH-D,Packaging,,,0.0,-9,In Transit,"March 12, 2023"
6109,GlobalTrade GmbH,France,PARIS,WH-D,PLASTIC COMPONENTS,N/A,,0.0,-20,IN TRANSIT,26/03/2023
6942,Nordic  Logistics,belgium,antwerp,WH-D,PLASTIC COMPONENTS,N/A,78.14,78.14,11,In Transit,2023-06-24
6472,Iberia Parts,SPAIN,valencia,wh-b,PLASTIC COMPONENTS,,,0.0,unknown,Delayed,2022-09-25
4387,Nordic  Logistics,germany,BERLIN,wh-b,electronics ,217,71.47,15508.99,-1,CANCELLED,25/07/2022
7141,Iberia Parts,Belgium,BRUSSELS,WH-A ,Electronics,,166.65,166.65,unknown,Delayed,2022-06-30
6998,Nordic  Logistics,Itlay,milan,WH-A,PLASTIC COMPONENTS,,,0.0,-20,IN TRANSIT,"March 25, 2023"
7188,Iberia Parts,FRANCE,PARIS,WH_C,Steel Parts,N/A,,0.0,3,CANCELLED,"March 21, 2023"
5380,GlobalTrade GmbH,france,MARSEILLE,WH-D,Steel Parts,471,77.68,36587.280000000006,, delivered,01/04/2024
7659, EuroSupply SA,ITALY,milan,WH-A,Steel Parts,,-61.79,-61.79,-10,CANCELLED,"March 26, 2023"
5989,Iberia Parts,spain,BARCELONA,WH-A ,electronics ,,-45.83,-45.83,3, delivered,"March 23, 2023"
6847,GlobalTrade GmbH,NETHERLANDS,amsterdam,wh-b,Packaging,,,0.0,-18,In Transit,"March 6, 2023"
6470,MedTech SRL ,belgium,BRUSSELS,WH-A ,electronics ,,-38.56,-38.56,39,CANCELLED,"March 9, 2023"
7623,GlobalTrade GmbH,spain,Madrid,WH-D,Steel Parts,38,-61.01,-2318.38,15,Delivered,22/02/2024
6345, EuroSupply SA,Belgium,brussels,WH-A,PLASTIC COMPONENTS,,,0.0,,Delayed,"March 26, 2023"
5056,Nordic  Logistics,Germnay,berlin,WH_C,electronics ,N/A,91.52,91.52,31, delivered,"March 4, 2023"
4440,MedTech SRL ,france,Lyon,WH-D,electronics ,N/A,-46.3,-46.3,, delivered,"March 4, 2023"
5561,MedTech SRL ,spain,valencia,wh-b,electronics ,,86.27,86.27,-19,CANCELLED,28/01/2023
7628, EuroSupply SA,Itlay,MILAN,WH-A,electronics ,N/A,,0.0,-10,CANCELLED,"March 2, 2023"
4312,Nordic  Logistics,Belgium,Brussels,WH-A,Electronics,,,0.0,58, delivered,"March 24, 2023"
4149,Iberia Parts,spain,BARCELONA,WH_C,Packaging,,-61.58,-61.58,44,CANCELLED,14/05/2022
5044,MedTech SRL ,poland,warsaw,WH-D,Packaging,,-77.48,-77.48,2,In Transit,"March 17, 2023"
7543,GlobalTrade GmbH,NETHERLANDS,amsterdam,WH-D,Electronics,N/A,,0.0,,IN TRANSIT,"March 21, 2023"
4773,GlobalTrade GmbH,POLAND,warsaw,WH-A,Steel Parts,,,0.0,12,CANCELLED,"March 5, 2023"
8287,Nordic  Logistics,Germany,hamburg,WH-A ,Steel Parts,22,167.29,3680.3799999999997,,Delivered,2022-10-26
4188,Nordic  Logistics,italy,Milan,WH-A ,Electronics,N/A,,0.0,23,Delayed,15/04/2022
8421,MedTech SRL ,belgium,BRUSSELS,WH_C,Packaging,628,,0.0,,CANCELLED,11/03/2022
5405,GlobalTrade GmbH,POLAND,Warsaw,WH-A,electronics ,432,-42.69,-18442.079999999998,unknown,Delayed,08/01/2022
5037,MedTech SRL ,FRANCE,PARIS,wh-b,steel parts ,N/A,31.04,31.04,unknown,Delivered,2022-01-19
4995,MedTech SRL ,Germany,berlin,WH-A,Packaging,,,0.0,-17,IN TRANSIT,"March 18, 2023"
8926,Nordic  Logistics,france,lyon,WH-A,steel parts ,N/A,-50.8,-50.8,-25,CANCELLED,"March 12, 2023"
5989,GlobalTrade GmbH,Belguim,brussels,WH-A ,steel parts ,N/A,100.51,100.51,unknown,Delivered,"March 17, 2023"
7667, EuroSupply SA,Belgium,antwerp,WH_C,Electronics,268,,0.0,, delivered,17/06/2023
6057,Nordic  Logistics,ITALY,MILAN,WH_C,PLASTIC COMPONENTS,49,-53.95,-2643.55,-4,In Transit,01/05/2024
8109,Nordic  Logistics,Belgium,brussels,WH-A ,Packaging,,,0.0,32,In Transit,"March 9, 2023"
4197,MedTech SRL ,italy,Milan,wh-b,PLASTIC COMPONENTS,600,-48.37,-29022.0,unknown,CANCELLED,"March 11, 2023"
8097,Iberia Parts,poland,Warsaw,wh-b,electronics ,,,0.0,-11,Delayed,29/09/2023
7208, EuroSupply SA,Italy,ROME,WH-D,Packaging,N/A,,0.0,unknown,Delayed,2022-02-23
7376,MedTech SRL ,GERMANY,BERLIN,WH-A ,Packaging,,,0.0,-5,IN TRANSIT,"March 1, 2023"
4648,Iberia Parts,Spian,BARCELONA,WH-A,electronics ,,-1.85,-1.85,27, delivered,27/11/2022
6411,MedTech SRL ,Spian,Barcelona,WH_C,Electronics,,,0.0,,IN TRANSIT,2024-03-04
6495,GlobalTrade GmbH,France,MARSEILLE,WH-A,Packaging,,-69.19,-69.19,unknown,IN TRANSIT,29/11/2023
6936,Iberia Parts,Netherlads,Amsterdam,WH-D,Packaging,,-28.35,-28.35,-6,In Transit,24/01/2024
4568,MedTech SRL ,Netherlands,rotterdam,wh-b,electronics ,,,0.0,-7,Delivered,2022-02-08
5846,Nordic  Logistics,Spain,BARCELONA,WH-A ,Electronics,192,,0.0,unknown,In Transit,2023-09-26
5230,Nordic  Logistics,Itlay,Milan,WH-A ,steel parts ,175,-86.58,-15151.5,unknown,CANCELLED,23/03/2022
5168,Iberia Parts,spain,MADRID,wh-b,steel parts ,266,-21.34,-5676.44,,CANCELLED,26/05/2023
5614,Iberia Parts,NETHERLANDS,AMSTERDAM,WH_C,PLASTIC COMPONENTS,,,0.0,11,In Transit,08/05/2024
6327,Nordic  Logistics,SPAIN,madrid,WH-A ,electronics ,N/A,74.36,74.36,11,In Transit,"March 3, 2023"
7326,Nordic  Logistics,POLAND,Warsaw,WH-A,steel parts ,,,0.0,39, delivered,"March 14, 2023"
7841, EuroSupply SA,netherlands,amsterdam,WH-A ,Packaging,,,0.0,,IN TRANSIT,2024-04-13
4538, EuroSupply SA,Frnace,MARSEILLE,WH-A ,steel parts ,,51.96,51.96,unknown,In Transit,2023-11-26
7851,Iberia Parts,BELGIUM,Brussels,WH-A,PLASTIC COMPONENTS,,,0.0,6,In Transit,2022-06-27
6304,Nordic  Logistics,Belguim,BRUSSELS,WH_C,Steel Parts,N/A,137.42,137.42,-8,CANCELLED,2022-11-05
5589,Iberia Parts,netherlands,Amsterdam,WH-A,PLASTIC COMPONENTS,N/A,,0.0,unknown,Delayed,2023-10-28
6572,GlobalTrade GmbH,Netherlands,Amsterdam,WH-A ,PLASTIC COMPONENTS,,,0.0,,Delayed,"March 14, 2023"
4147,GlobalTrade GmbH,germany,hamburg,wh-b,Electronics,,,0.0,35,In Transit,29/07/2023
5367,MedTech SRL ,Germnay,Berlin,WH_C,steel parts ,,,0.0,,Delivered,08/01/2024
4711,Nordic  Logistics,Poland,Warsaw,wh-b,PLASTIC COMPONENTS,N/A,56.81,56.81,-11,Delayed,11/06/2024
8085,GlobalTrade GmbH,Spian,MADRID,WH-D,Electronics,,-76.87,-76.87,unknown,CANCELLED,2023-09-29
6797,Nordic  Logistics,FRANCE,Lyon,WH-A ,steel parts ,,,0.0,-10, delivered,"March 17, 2023"
5984, EuroSupply SA,Germnay,Munich,WH-A ,steel parts ,,,0.0,40,In Transit,2022-02-14
8067,Nordic  Logistics,Germany,MUNICH,WH-D,Electronics,218,,0.0,-17,IN TRANSIT,08/12/2023
7474,Nordic  Logistics,POLAND,Warsaw,WH-A,Electronics,,145.84,145.84,41,CANCELLED,"March 19, 2023"
6220,Nordic  Logistics,Netherlands,Amsterdam,WH-D,Electronics,154,,0.0,,IN TRANSIT,2022-05-17
8162, EuroSupply SA,italy,milan,WH-D,Electronics,N/A,,0.0,,IN TRANSIT,02/06/2024
6041,Nordic  Logistics,belgium,BRUSSELS,WH-A,PLASTIC COMPONENTS,,,0.0,-20,CANCELLED,2022-03-07
6450,GlobalTrade GmbH,FRANCE,MARSEILLE,WH-A ,Steel Parts,,,0.0,-8, delivered,"March 23, 2023"
5828,MedTech SRL ,Germany,Munich,WH-A ,Packaging,N/A,-7.33,-7.33,57,CANCELLED,"March 16, 2023"
6768,Iberia Parts,POLAND,krakow,WH-D,Steel Parts,N/A,,0.0,unknown,IN TRANSIT,2022-04-17
8166,MedTech SRL ,Itlay,MILAN,WH-A,Steel Parts,,,0.0,,Delayed,2024-01-25
4423,MedTech SRL ,Belgium,Brussels,WH-D,electronics ,,60.17,60.17,-14,IN TRANSIT,08/03/2023
7253,Iberia Parts,Belgium,Brussels,WH-A ,steel parts ,,-80.23,-80.23,56,In Transit,21/03/2023
4697,GlobalTrade GmbH,Frnace,MARSEILLE,WH-A,Electronics,308,,0.0,,In Transit,"March 23, 2023"
8261,Nordic  Logistics,Spain,Barcelona,WH-A,steel parts ,,,0.0,,IN TRANSIT,2022-06-22
7819,MedTech SRL ,Spain,Barcelona,WH_C,Electronics,N/A,-32.75,-32.75,-13,In Transit,2023-07-24
7299,Nordic  Logistics,ITALY,ROME,WH-D,electronics ,,,0.0,60, delivered,"March 3, 2023"
6224, EuroSupply SA,poland,Warsaw,WH-A ,steel parts ,,,0.0,,In Transit,2022-08-04
8614,MedTech SRL ,NETHERLANDS,AMSTERDAM,WH_C,Steel Parts,,,0.0,,In Transit,14/11/2023
7164, EuroSupply SA,france,MARSEILLE,WH-A,electronics ,N/A,,0.0,unknown,CANCELLED,2022-11-23
6783,MedTech SRL ,italy,milan,WH-D,electronics ,,-89.77,-89.77,unknown,Delayed,2023-10-19
7154,Iberia Parts,Netherlads,amsterdam,wh-b,Steel Parts,,-61.42,-61.42,40, delivered,"March 11, 2023"
6141,Iberia Parts,NETHERLANDS,Amsterdam,WH-A ,PLASTIC COMPONENTS,,35.16,35.16,17,Delivered,15/03/2022
5601, EuroSupply SA,Polad,krakow,WH_C,steel parts ,N/A,-51.19,-51.19,, delivered,21/01/2024
6430,MedTech SRL ,Belguim,antwerp,WH-A ,PLASTIC COMPONENTS,323,,0.0,,IN TRANSIT,05/12/2022
7904,Nordic  Logistics,Frnace,paris,WH-A,Steel Parts,245,,0.0,unknown,IN TRANSIT,"March 17, 2023"
5790,MedTech SRL ,Spain,MADRID,WH-D,steel parts ,N/A,,0.0,,IN TRANSIT,26/01/2023
8265,GlobalTrade GmbH,Netherlands,Amsterdam,WH-A,PLASTIC COMPONENTS,,-18.17,-18.17,-12,IN TRANSIT,29/12/2022
6619,MedTech SRL ,france,PARIS,WH-A,PLASTIC COMPONENTS,,-85.71,-85.71,,IN TRANSIT,"March 7, 2023"
6965, EuroSupply SA,Frnace,paris,wh-b,Packaging,,,0.0,45,Delayed,13/04/2024
7614,Iberia Parts,spain,Madrid,WH-A,Packaging,,,0.0,,In Transit,2023-03-15
4013,Nordic  Logistics,Poland,warsaw,WH-A,Packaging,,,0.0,,Delayed,27/11/2023
4614, EuroSupply SA,Spain,Madrid,wh-b,electronics ,,,0.0,-19,In Transit,"March 3, 2023"
5611,Nordic  Logistics,Germnay,BERLIN,WH-D,Electronics,,-75.11,-75.11,unknown,Delayed,27/06/2022
6933, EuroSupply SA,Poland,Warsaw,WH-D,PLASTIC COMPONENTS,,168.74,168.74,47,Delayed,29/04/2024
6694,Iberia Parts,Netherlads,Amsterdam,WH-A,electronics ,N/A,161.2,161.2,-25,IN TRANSIT,18/01/2022
8415,MedTech SRL ,netherlands,amsterdam,WH-D,steel parts ,,160.58,160.58,, delivered,"March 22, 2023"
4778,Iberia Parts,Belgium,BRUSSELS,WH-D,Electronics,,-56.16,-56.16,-5,Delivered,2022-10-12
5657,MedTech SRL ,Netherlands,Amsterdam,WH-A ,Packaging,N/A,-96.15,-96.15,24,IN TRANSIT,2023-07-01
5403,Iberia Parts,Netherlands,AMSTERDAM,WH-A,Electronics,381,-23.33,-8888.73,-15,Delivered,"March 21, 2023"
6931, EuroSupply SA,Spian,valencia,WH-D,Packaging,666,,0.0,33,Delivered,18/07/2022
4605,GlobalTrade GmbH,France,Lyon,WH_C,Packaging,,-58.5,-58.5,unknown,Delivered,05/02/2022
6956,Iberia Parts,Poland,krakow,WH-A ,Steel Parts,N/A,,0.0,,Delayed,09/02/2022
4088, EuroSupply SA,italy,MILAN,wh-b,PLASTIC COMPONENTS,N/A,,0.0,20,In Transit,15/02/2024
6739,Nordic  Logistics,Netherlads,AMSTERDAM,WH-A,Electronics,216,,0.0,-13,IN TRANSIT,"March 14, 2023"
7750, EuroSupply SA,Belguim,brussels,WH-A ,PLASTIC COMPONENTS,555,,0.0,43,CANCELLED,"March 7, 2023"
4977,GlobalTrade GmbH,BELGIUM,antwerp,WH-D,Steel Parts,N/A,76.08,76.08,22,IN TRANSIT,2023-04-05
8566, EuroSupply SA,germany,Munich,wh-b,steel parts ,93,,0.0,unknown,In Transit,01/03/2022
6856,Nordic  Logistics,BELGIUM,Brussels,WH-A,PLASTIC COMPONENTS,,-62.07,-62.07,unknown,CANCELLED,2022-05-08
5058, EuroSupply SA,POLAND,krakow,WH-A,Steel Parts,,,0.0,unknown, delivered,07/01/2022
8042,MedTech SRL ,POLAND,WARSAW,wh-b,Steel Parts,N/A,,0.0,,CANCELLED,17/05/2023
7350,MedTech SRL ,Belguim,BRUSSELS,WH-D,PLASTIC COMPONENTS,,,0.0,unknown,Delayed,2022-08-27
5194,GlobalTrade GmbH,Spain,MADRID,WH_C,PLASTIC COMPONENTS,690,,0.0,-2,Delayed,2022-04-18
4649,GlobalTrade GmbH,Spain,valencia,WH-A,steel parts ,,-58.66,-58.66,unknown,Delayed,22/03/2022
7762, EuroSupply SA,Belguim,brussels,WH_C,Electronics,582,70.98,41310.36,unknown,IN TRANSIT,01/05/2023
4898,MedTech SRL ,Germnay,Munich,WH_C,electronics ,,121.86,121.86,unknown,In Transit,25/08/2023
7680,GlobalTrade GmbH,Spian,BARCELONA,WH-D,Electronics,N/A,-79.97,-79.97,unknown,In Transit,12/03/2022
8416, EuroSupply SA,spain,BARCELONA,WH-D,electronics ,,161.61,161.61,2,In Transit,2023-02-03
5666,Iberia Parts,Poland,warsaw,wh-b,Packaging,,-2.79,-2.79,34,In Transit,2024-03-17
6444, EuroSupply SA,Belgium,antwerp,WH-D,Packaging,,14.7,14.7,21,CANCELLED,26/10/2022
5497,Iberia Parts,Belguim,brussels,WH_C,steel parts ,103,-61.59,-6343.77,unknown,IN TRANSIT,2022-01-06
7385,MedTech SRL ,Netherlads,AMSTERDAM,WH-A,Packaging,600,10.15,6090.0,-18,Delivered,10/12/2023
4577,Nordic  Logistics,germany,Berlin,WH_C,Packaging,,11.01,11.01,, delivered,31/08/2023
5737,Nordic  Logistics,Itlay,Milan,wh-b,Packaging,,,0.0,unknown,CANCELLED,2023-09-15
7385,GlobalTrade GmbH,belgium,brussels,wh-b,electronics ,308,,0.0,unknown,CANCELLED,2022-08-20
7081,Nordic  Logistics,NETHERLANDS,AMSTERDAM,WH-A,steel parts ,N/A,,0.0,24,Delivered,30/03/2022
8759,Iberia Parts,Belgium,brussels,WH-D,Steel Parts,N/A,,0.0,22,CANCELLED,20/06/2023
7378,Iberia Parts,Frnace,MARSEILLE,WH-D,PLASTIC COMPONENTS,N/A,52.98,52.98,-19,Delayed,2022-03-23
8851,MedTech SRL ,POLAND,Warsaw,WH-A,Electronics,N/A,,0.0,unknown,IN TRANSIT,03/04/2022
6589, EuroSupply SA,france,Lyon,WH_C,Packaging,269,,0.0,,Delayed,05/12/2022
5038,GlobalTrade GmbH,poland,Warsaw,WH-A,PLASTIC COMPONENTS,,,0.0,,IN TRANSIT,06/01/2024
4380,MedTech SRL ,Itlay,Milan,WH-A ,Packaging,,,0.0,unknown,Delivered,28/09/2022
4385,GlobalTrade GmbH,Frnace,Paris,WH-A,PLASTIC COMPONENTS,,,0.0,unknown,IN TRANSIT,20/09/2023
4914,Iberia Parts,belgium,BRUSSELS,WH_C,Steel Parts,N/A,177.24,177.24,unknown,Delivered,"March 22, 2023"
4921,MedTech SRL ,Frnace,Paris,wh-b,PLASTIC COMPONENTS,,,0.0,-1,In Transit,"March 22, 2023"
8682, EuroSupply SA,italy,MILAN,WH-D,electronics ,,155.02,155.02,unknown,CANCELLED,03/05/2022
5914,Nordic  Logistics,Frnace,paris,WH-D,steel parts ,,,0.0,45, delivered,2023-07-25
6174,MedTech SRL ,Polad,krakow,WH_C,PLASTIC COMPONENTS,,-49.72,-49.72,-21,IN TRANSIT,"March 7, 2023"
5272, EuroSupply SA,spain,valencia,wh-b,steel parts ,,-36.55,-36.55,39,In Transit,2023-03-28
